group_id,timestamp,target,month,quarter,season,lag_1m,lag_12m,rolling_mean_3m,rolling_mean_12m
36,2025-09-01 00:00:00+00:00,"0,0000",9,3,4,"2,214,424","2,739,976","2,085,496","3,403,364"
37,2024-10-01 00:00:00+00:00,"0,0000",10,4,4,"1,366,744","1,399,342","1,386,323","1,488,082"
37,2024-11-01 00:00:00+00:00,"0,0000",11,4,4,"1,366,744","1,399,342","1,386,323","1,488,082"
37,2024-12-01 00:00:00+00:00,"0,0000",12,4,1,"1,366,744","1,399,342","1,386,323","1,488,082"
37,2025-01-01 00:00:00+00:00,"0,0000",1,1,1,"1,366,744","1,399,342","1,386,323","1,488,082"
37,2025-02-01 00:00:00+00:00,"0,0000",2,1,1,"1,366,744","1,399,342","1,386,323","1,488,082"
37,2025-03-01 00:00:00+00:00,"0,0000",3,1,2,"1,366,744","1,399,342","1,386,323","1,488,082"
37,2025-04-01 00:00:00+00:00,"0,0000",4,2,2,"1,366,744","1,399,342","1,386,323","1,488,082"
37,2025-05-01 00:00:00+00:00,"0,0000",5,2,2,"1,366,744","1,399,342","1,386,323","1,488,082"
37,2025-06-01 00:00:00+00:00,"0,0000",6,2,3,"1,366,744","1,399,342","1,386,323","1,488,082"
37,2025-07-01 00:00:00+00:00,"0,0000",7,3,3,"1,366,744","1,399,342","1,386,323","1,488,082"
37,2025-08-01 00:00:00+00:00,"0,0000",8,3,3,"1,366,744","1,399,342","1,386,323","1,488,082"
37,2025-09-01 00:00:00+00:00,"0,0000",9,3,4,"1,366,744","1,399,342","1,386,323","1,488,082"
38,2024-10-01 00:00:00+00:00,"0,0000",10,4,4,"3,475,379","3,757,288","3,437,800","5,346,793"
38,2024-11-01 00:00:00+00:00,"0,0000",11,4,4,"3,475,379","3,757,288","3,437,800","5,346,793"
38,2024-12-01 00:00:00+00:00,"0,0000",12,4,1,"3,475,379","3,757,288","3,437,800","5,346,793"
38,2025-01-01 00:00:00+00:00,"0,0000",1,1,1,"3,475,379","3,757,288","3,437,800","5,346,793"
38,2025-02-01 00:00:00+00:00,"0,0000",2,1,1,"3,475,379","3,757,288","3,437,800","5,346,793"
38,2025-03-01 00:00:00+00:00,"0,0000",3,1,2,"3,475,379","3,757,288","3,437,800","5,346,793"
38,2025-04-01 00:00:00+00:00,"0,0000",4,2,2,"3,475,379","3,757,288","3,437,800","5,346,793"
38,2025-05-01 00:00:00+00:00,"0,0000",5,2,2,"3,475,379","3,757,288","3,437,800","5,346,793"
38,2025-06-01 00:00:00+00:00,"0,0000",6,2,3,"3,475,379","3,757,288","3,437,800","5,346,793"
38,2025-07-01 00:00:00+00:00,"0,0000",7,3,3,"3,475,379","3,757,288","3,437,800","5,346,793"
38,2025-08-01 00:00:00+00:00,"0,0000",8,3,3,"3,475,379","3,757,288","3,437,800","5,346,793"
38,2025-09-01 00:00:00+00:00,"0,0000",9,3,4,"3,475,379","3,757,288","3,437,800","5,346,793"
39,2024-10-01 00:00:00+00:00,"0,0000",10,4,4,"1,362,833","1,399,871","1,376,422","1,489,968"
39,2024-11-01 00:00:00+00:00,"0,0000",11,4,4,"1,362,833","1,399,871","1,376,422","1,489,968"
39,2024-12-01 00:00:00+00:00,"0,0000",12,4,1,"1,362,833","1,399,871","1,376,422","1,489,968"
39,2025-01-01 00:00:00+00:00,"0,0000",1,1,1,"1,362,833","1,399,871","1,376,422","1,489,968"
39,2025-02-01 00:00:00+00:00,"0,0000",2,1,1,"1,362,833","1,399,871","1,376,422","1,489,968"
39,2025-03-01 00:00:00+00:00,"0,0000",3,1,2,"1,362,833","1,399,871","1,376,422","1,489,968"
39,2025-04-01 00:00:00+00:00,"0,0000",4,2,2,"1,362,833","1,399,871","1,376,422","1,489,968"
39,2025-05-01 00:00:00+00:00,"0,0000",5,2,2,"1,362,833","1,399,871","1,376,422","1,489,968"
39,2025-06-01 00:00:00+00:00,"0,0000",6,2,3,"1,362,833","1,399,871","1,376,422","1,489,968"
39,2025-07-01 00:00:00+00:00,"0,0000",7,3,3,"1,362,833","1,399,871","1,376,422","1,489,968"
39,2025-08-01 00:00:00+00:00,"0,0000",8,3,3,"1,362,833","1,399,871","1,376,422","1,489,968"
39,2025-09-01 00:00:00+00:00,"0,0000",9,3,4,"1,362,833","1,399,871","1,376,422","1,489,968"
40,2024-10-01 00:00:00+00:00,"0,0000",10,4,4,"1,281,660","1,367,962","1,286,402","1,451,569"
40,2024-11-01 00:00:00+00:00,"0,0000",11,4,4,"1,281,660","1,367,962","1,286,402","1,451,569"
40,2024-12-01 00:00:00+00:00,"0,0000",12,4,1,"1,281,660","1,367,962","1,286,402","1,451,569"
40,2025-01-01 00:00:00+00:00,"0,0000",1,1,1,"1,281,660","1,367,962","1,286,402","1,451,569"
40,2025-02-01 00:00:00+00:00,"0,0000",2,1,1,"1,281,660","1,367,962","1,286,402","1,451,569"
40,2025-03-01 00:00:00+00:00,"0,0000",3,1,2,"1,281,660","1,367,962","1,286,402","1,451,569"
40,2025-04-01 00:00:00+00:00,"0,0000",4,2,2,"1,281,660","1,367,962","1,286,402","1,451,569"
40,2025-05-01 00:00:00+00:00,"0,0000",5,2,2,"1,281,660","1,367,962","1,286,402","1,451,569"
40,2025-06-01 00:00:00+00:00,"0,0000",6,2,3,"1,281,660","1,367,962","1,286,402","1,451,569"
40,2025-07-01 00:00:00+00:00,"0,0000",7,3,3,"1,281,660","1,367,962","1,286,402","1,451,569"
40,2025-08-01 00:00:00+00:00,"0,0000",8,3,3,"1,281,660","1,367,962","1,286,402","1,451,569"
40,2025-09-01 00:00:00+00:00,"0,0000",9,3,4,"1,281,660","1,367,962","1,286,402","1,451,569"
41,2024-10-01 00:00:00+00:00,"0,0000",10,4,4,"3,699,986","3,885,993","3,622,981","5,623,339"
41,2024-11-01 00:00:00+00:00,"0,0000",11,4,4,"3,699,986","3,885,993","3,622,981","5,623,339"
41,2024-12-01 00:00:00+00:00,"0,0000",12,4,1,"3,699,986","3,885,993","3,622,981","5,623,339"
41,2025-01-01 00:00:00+00:00,"0,0000",1,1,1,"3,699,986","3,885,993","3,622,981","5,623,339"
41,2025-02-01 00:00:00+00:00,"0,0000",2,1,1,"3,699,986","3,885,993","3,622,981","5,623,339"
41,2025-03-01 00:00:00+00:00,"0,0000",3,1,2,"3,699,986","3,885,993","3,622,981","5,623,339"
41,2025-04-01 00:00:00+00:00,"0,0000",4,2,2,"3,699,986","3,885,993","3,622,981","5,623,339"
41,2025-05-01 00:00:00+00:00,"0,0000",5,2,2,"3,699,986","3,885,993","3,622,981","5,623,339"
41,2025-06-01 00:00:00+00:00,"0,0000",6,2,3,"3,699,986","3,885,993","3,622,981","5,623,339"
41,2025-07-01 00:00:00+00:00,"0,0000",7,3,3,"3,699,986","3,885,993","3,622,981","5,623,339"
41,2025-08-01 00:00:00+00:00,"0,0000",8,3,3,"3,699,986","3,885,993","3,622,981","5,623,339"
41,2025-09-01 00:00:00+00:00,"0,0000",9,3,4,"3,699,986","3,885,993","3,622,981","5,623,339"
42,2024-10-01 00:00:00+00:00,"0,0000",10,4,4,"1,206,264","1,214,845","1,201,600","1,288,849"
42,2024-11-01 00:00:00+00:00,"0,0000",11,4,4,"1,206,264","1,214,845","1,201,600","1,288,849"
42,2024-12-01 00:00:00+00:00,"0,0000",12,4,1,"1,206,264","1,214,845","1,201,600","1,288,849"
42,2025-01-01 00:00:00+00:00,"0,0000",1,1,1,"1,206,264","1,214,845","1,201,600","1,288,849"
42,2025-02-01 00:00:00+00:00,"0,0000",2,1,1,"1,206,264","1,214,845","1,201,600","1,288,849"
42,2025-03-01 00:00:00+00:00,"0,0000",3,1,2,"1,206,264","1,214,845","1,201,600","1,288,849"
42,2025-04-01 00:00:00+00:00,"0,0000",4,2,2,"1,206,264","1,214,845","1,201,600","1,288,849"
42,2025-05-01 00:00:00+00:00,"0,0000",5,2,2,"1,206,264","1,214,845","1,201,600","1,288,849"
42,2025-06-01 00:00:00+00:00,"0,0000",6,2,3,"1,206,264","1,214,845","1,201,600","1,288,849"
42,2025-07-01 00:00:00+00:00,"0,0000",7,3,3,"1,206,264","1,214,845","1,201,600","1,288,849"
42,2025-08-01 00:00:00+00:00,"0,0000",8,3,3,"1,206,264","1,214,845","1,201,600","1,288,849"
42,2025-09-01 00:00:00+00:00,"0,0000",9,3,4,"1,206,264","1,214,845","1,201,600","1,288,849"
43,2024-10-01 00:00:00+00:00,"0,0000",10,4,4,"3,345,023","3,255,554","3,316,470","4,386,806"
43,2024-11-01 00:00:00+00:00,"0,0000",11,4,4,"3,345,023","3,255,554","3,316,470","4,386,806"
43,2024-12-01 00:00:00+00:00,"0,0000",12,4,1,"3,345,023","3,255,554","3,316,470","4,386,806"
43,2025-01-01 00:00:00+00:00,"0,0000",1,1,1,"3,345,023","3,255,554","3,316,470","4,386,806"
43,2025-02-01 00:00:00+00:00,"0,0000",2,1,1,"3,345,023","3,255,554","3,316,470","4,386,806"
43,2025-03-01 00:00:00+00:00,"0,0000",3,1,2,"3,345,023","3,255,554","3,316,470","4,386,806"
43,2025-04-01 00:00:00+00:00,"0,0000",4,2,2,"3,345,023","3,255,554","3,316,470","4,386,806"
43,2025-05-01 00:00:00+00:00,"0,0000",5,2,2,"3,345,023","3,255,554","3,316,470","4,386,806"
43,2025-06-01 00:00:00+00:00,"0,0000",6,2,3,"3,345,023","3,255,554","3,316,470","4,386,806"
43,2025-07-01 00:00:00+00:00,"0,0000",7,3,3,"3,345,023","3,255,554","3,316,470","4,386,806"
43,2025-08-01 00:00:00+00:00,"0,0000",8,3,3,"3,345,023","3,255,554","3,316,470","4,386,806"
43,2025-09-01 00:00:00+00:00,"0,0000",9,3,4,"3,345,023","3,255,554","3,316,470","4,386,806"
73,2024-10-01 00:00:00+00:00,"0,0000",10,4,4,"3,474,793","3,301,027","3,446,816","5,348,504"
73,2024-11-01 00:00:00+00:00,"0,0000",11,4,4,"3,474,793","3,301,027","3,446,816","5,348,504"
73,2024-12-01 00:00:00+00:00,"0,0000",12,4,1,"3,474,793","3,301,027","3,446,816","5,348,504"
73,2025-01-01 00:00:00+00:00,"0,0000",1,1,1,"3,474,793","3,301,027","3,446,816","5,348,504"
73,2025-02-01 00:00:00+00:00,"0,0000",2,1,1,"3,474,793","3,301,027","3,446,816","5,348,504"
73,2025-03-01 00:00:00+00:00,"0,0000",3,1,2,"3,474,793","3,301,027","3,446,816","5,348,504"
73,2025-04-01 00:00:00+00:00,"0,0000",4,2,2,"3,474,793","3,301,027","3,446,816","5,348,504"
73,2025-05-01 00:00:00+00:00,"0,0000",5,2,2,"3,474,793","3,301,027","3,446,816","5,348,504"
73,2025-06-01 00:00:00+00:00,"0,0000",6,2,3,"3,474,793","3,301,027","3,446,816","5,348,504"
73,2025-07-01 00:00:00+00:00,"0,0000",7,3,3,"3,474,793","3,301,027","3,446,816","5,348,504"
73,2025-08-01 00:00:00+00:00,"0,0000",8,3,3,"3,474,793","3,301,027","3,446,816","5,348,504"
73,2025-09-01 00:00:00+00:00,"0,0000",9,3,4,"3,474,793","3,301,027","3,446,816","5,348,504"
74,2024-10-01 00:00:00+00:00,"0,0000",10,4,4,"19,269,481","21,315,494","18,799,571","39,146,194"
74,2024-11-01 00:00:00+00:00,"0,0000",11,4,4,"19,269,481","21,315,494","18,799,571","39,146,194"
74,2024-12-01 00:00:00+00:00,"0,0000",12,4,1,"19,269,481","21,315,494","18,799,571","39,146,194"
74,2025-01-01 00:00:00+00:00,"0,0000",1,1,1,"19,269,481","21,315,494","18,799,571","39,146,194"
74,2025-02-01 00:00:00+00:00,"0,0000",2,1,1,"19,269,481","21,315,494","18,799,571","39,146,194"
74,2025-03-01 00:00:00+00:00,"0,0000",3,1,2,"19,269,481","21,315,494","18,799,571","39,146,194"
74,2025-04-01 00:00:00+00:00,"0,0000",4,2,2,"19,269,481","21,315,494","18,799,571","39,146,194"
74,2025-05-01 00:00:00+00:00,"0,0000",5,2,2,"19,269,481","21,315,494","18,799,571","39,146,194"
74,2025-06-01 00:00:00+00:00,"0,0000",6,2,3,"19,269,481","21,315,494","18,799,571","39,146,194"
74,2025-07-01 00:00:00+00:00,"0,0000",7,3,3,"19,269,481","21,315,494","18,799,571","39,146,194"
74,2025-08-01 00:00:00+00:00,"0,0000",8,3,3,"19,269,481","21,315,494","18,799,571","39,146,194"
74,2025-09-01 00:00:00+00:00,"0,0000",9,3,4,"19,269,481","21,315,494","18,799,571","39,146,194"
76,2024-10-01 00:00:00+00:00,"0,0000",10,4,4,"4,046,038","4,441,212","4,010,947","7,605,160"
76,2024-11-01 00:00:00+00:00,"0,0000",11,4,4,"4,046,038","4,441,212","4,010,947","7,605,160"
76,2024-12-01 00:00:00+00:00,"0,0000",12,4,1,"4,046,038","4,441,212","4,010,947","7,605,160"
76,2025-01-01 00:00:00+00:00,"0,0000",1,1,1,"4,046,038","4,441,212","4,010,947","7,605,160"
76,2025-02-01 00:00:00+00:00,"0,0000",2,1,1,"4,046,038","4,441,212","4,010,947","7,605,160"
76,2025-03-01 00:00:00+00:00,"0,0000",3,1,2,"4,046,038","4,441,212","4,010,947","7,605,160"
76,2025-04-01 00:00:00+00:00,"0,0000",4,2,2,"4,046,038","4,441,212","4,010,947","7,605,160"
76,2025-05-01 00:00:00+00:00,"0,0000",5,2,2,"4,046,038","4,441,212","4,010,947","7,605,160"
76,2025-06-01 00:00:00+00:00,"0,0000",6,2,3,"4,046,038","4,441,212","4,010,947","7,605,160"
76,2025-07-01 00:00:00+00:00,"0,0000",7,3,3,"4,046,038","4,441,212","4,010,947","7,605,160"
76,2025-08-01 00:00:00+00:00,"0,0000",8,3,3,"4,046,038","4,441,212","4,010,947","7,605,160"
76,2025-09-01 00:00:00+00:00,"0,0000",9,3,4,"4,046,038","4,441,212","4,010,947","7,605,160"
116,2024-10-01 00:00:00+00:00,"0,0000",10,4,4,"4,225,630","4,407,733","4,131,862","7,265,024"
116,2024-11-01 00:00:00+00:00,"0,0000",11,4,4,"4,225,630","4,407,733","4,131,862","7,265,024"
116,2024-12-01 00:00:00+00:00,"0,0000",12,4,1,"4,225,630","4,407,733","4,131,862","7,265,024"
116,2025-01-01 00:00:00+00:00,"0,0000",1,1,1,"4,225,630","4,407,733","4,131,862","7,265,024"
116,2025-02-01 00:00:00+00:00,"0,0000",2,1,1,"4,225,630","4,407,733","4,131,862","7,265,024"
116,2025-03-01 00:00:00+00:00,"0,0000",3,1,2,"4,225,630","4,407,733","4,131,862","7,265,024"
116,2025-04-01 00:00:00+00:00,"0,0000",4,2,2,"4,225,630","4,407,733","4,131,862","7,265,024"
116,2025-05-01 00:00:00+00:00,"0,0000",5,2,2,"4,225,630","4,407,733","4,131,862","7,265,024"
116,2025-06-01 00:00:00+00:00,"0,0000",6,2,3,"4,225,630","4,407,733","4,131,862","7,265,024"
116,2025-07-01 00:00:00+00:00,"0,0000",7,3,3,"4,225,630","4,407,733","4,131,862","7,265,024"
116,2025-08-01 00:00:00+00:00,"0,0000",8,3,3,"4,225,630","4,407,733","4,131,862","7,265,024"
116,2025-09-01 00:00:00+00:00,"0,0000",9,3,4,"4,225,630","4,407,733","4,131,862","7,265,024"
149,2024-10-01 00:00:00+00:00,"0,0000",10,4,4,"3,518,224","3,702,460","3,439,681","6,154,078"
149,2024-11-01 00:00:00+00:00,"0,0000",11,4,4,"3,518,224","3,702,460","3,439,681","6,154,078"
149,2024-12-01 00:00:00+00:00,"0,0000",12,4,1,"3,518,224","3,702,460","3,439,681","6,154,078"
149,2025-01-01 00:00:00+00:00,"0,0000",1,1,1,"3,518,224","3,702,460","3,439,681","6,154,078"
149,2025-02-01 00:00:00+00:00,"0,0000",2,1,1,"3,518,224","3,702,460","3,439,681","6,154,078"
149,2025-03-01 00:00:00+00:00,"0,0000",3,1,2,"3,518,224","3,702,460","3,439,681","6,154,078"
149,2025-04-01 00:00:00+00:00,"0,0000",4,2,2,"3,518,224","3,702,460","3,439,681","6,154,078"
149,2025-05-01 00:00:00+00:00,"0,0000",5,2,2,"3,518,224","3,702,460","3,439,681","6,154,078"
149,2025-06-01 00:00:00+00:00,"0,0000",6,2,3,"3,518,224","3,702,460","3,439,681","6,154,078"
149,2025-07-01 00:00:00+00:00,"0,0000",7,3,3,"3,518,224","3,702,460","3,439,681","6,154,078"
149,2025-08-01 00:00:00+00:00,"0,0000",8,3,3,"3,518,224","3,702,460","3,439,681","6,154,078"
149,2025-09-01 00:00:00+00:00,"0,0000",9,3,4,"3,518,224","3,702,460","3,439,681","6,154,078"
150,2024-10-01 00:00:00+00:00,"0,0000",10,4,4,"19,659,329","24,293,170","19,040,957","42,341,899"
150,2024-11-01 00:00:00+00:00,"0,0000",11,4,4,"19,659,329","24,293,170","19,040,957","42,341,899"
150,2024-12-01 00:00:00+00:00,"0,0000",12,4,1,"19,659,329","24,293,170","19,040,957","42,341,899"
150,2025-01-01 00:00:00+00:00,"0,0000",1,1,1,"19,659,329","24,293,170","19,040,957","42,341,899"
150,2025-02-01 00:00:00+00:00,"0,0000",2,1,1,"19,659,329","24,293,170","19,040,957","42,341,899"
150,2025-03-01 00:00:00+00:00,"0,0000",3,1,2,"19,659,329","24,293,170","19,040,957","42,341,899"
150,2025-04-01 00:00:00+00:00,"0,0000",4,2,2,"19,659,329","24,293,170","19,040,957","42,341,899"
150,2025-05-01 00:00:00+00:00,"0,0000",5,2,2,"19,659,329","24,293,170","19,040,957","42,341,899"
150,2025-06-01 00:00:00+00:00,"0,0000",6,2,3,"19,659,329","24,293,170","19,040,957","42,341,899"
150,2025-07-01 00:00:00+00:00,"0,0000",7,3,3,"19,659,329","24,293,170","19,040,957","42,341,899"
150,2025-08-01 00:00:00+00:00,"0,0000",8,3,3,"19,659,329","24,293,170","19,040,957","42,341,899"
150,2025-09-01 00:00:00+00:00,"0,0000",9,3,4,"19,659,329","24,293,170","19,040,957","42,341,899"
151,2024-10-01 00:00:00+00:00,"0,0000",10,4,4,"1,088,795","1,281,068","1,094,189","1,320,506"
151,2024-11-01 00:00:00+00:00,"0,0000",11,4,4,"1,088,795","1,281,068","1,094,189","1,320,506"
151,2024-12-01 00:00:00+00:00,"0,0000",12,4,1,"1,088,795","1,281,068","1,094,189","1,320,506"
151,2025-01-01 00:00:00+00:00,"0,0000",1,1,1,"1,088,795","1,281,068","1,094,189","1,320,506"
151,2025-02-01 00:00:00+00:00,"0,0000",2,1,1,"1,088,795","1,281,068","1,094,189","1,320,506"
151,2025-03-01 00:00:00+00:00,"0,0000",3,1,2,"1,088,795","1,281,068","1,094,189","1,320,506"
151,2025-04-01 00:00:00+00:00,"0,0000",4,2,2,"1,088,795","1,281,068","1,094,189","1,320,506"
151,2025-05-01 00:00:00+00:00,"0,0000",5,2,2,"1,088,795","1,281,068","1,094,189","1,320,506"
151,2025-06-01 00:00:00+00:00,"0,0000",6,2,3,"1,088,795","1,281,068","1,094,189","1,320,506"
151,2025-07-01 00:00:00+00:00,"0,0000",7,3,3,"1,088,795","1,281,068","1,094,189","1,320,506"
151,2025-08-01 00:00:00+00:00,"0,0000",8,3,3,"1,088,795","1,281,068","1,094,189","1,320,506"
151,2025-09-01 00:00:00+00:00,"0,0000",9,3,4,"1,088,795","1,281,068","1,094,189","1,320,506"
152,2024-10-01 00:00:00+00:00,"0,0000",10,4,4,"7,572,710","9,081,981","7,390,181","13,615,876"
152,2024-11-01 00:00:00+00:00,"0,0000",11,4,4,"7,572,710","9,081,981","7,390,181","13,615,876"
152,2024-12-01 00:00:00+00:00,"0,0000",12,4,1,"7,572,710","9,081,981","7,390,181","13,615,876"
152,2025-01-01 00:00:00+00:00,"0,0000",1,1,1,"7,572,710","9,081,981","7,390,181","13,615,876"
152,2025-02-01 00:00:00+00:00,"0,0000",2,1,1,"7,572,710","9,081,981","7,390,181","13,615,876"
152,2025-03-01 00:00:00+00:00,"0,0000",3,1,2,"7,572,710","9,081,981","7,390,181","13,615,876"
152,2025-04-01 00:00:00+00:00,"0,0000",4,2,2,"7,572,710","9,081,981","7,390,181","13,615,876"
152,2025-05-01 00:00:00+00:00,"0,0000",5,2,2,"7,572,710","9,081,981","7,390,181","13,615,876"
152,2025-06-01 00:00:00+00:00,"0,0000",6,2,3,"7,572,710","9,081,981","7,390,181","13,615,876"
152,2025-07-01 00:00:00+00:00,"0,0000",7,3,3,"7,572,710","9,081,981","7,390,181","13,615,876"
152,2025-08-01 00:00:00+00:00,"0,0000",8,3,3,"7,572,710","9,081,981","7,390,181","13,615,876"
152,2025-09-01 00:00:00+00:00,"0,0000",9,3,4,"7,572,710","9,081,981","7,390,181","13,615,876"
157,2024-10-01 00:00:00+00:00,"0,0000",10,4,4,"1,268,274","1,348,583","1,226,128","1,450,215"
157,2024-11-01 00:00:00+00:00,"0,0000",11,4,4,"1,268,274","1,348,583","1,226,128","1,450,215"
157,2024-12-01 00:00:00+00:00,"0,0000",12,4,1,"1,268,274","1,348,583","1,226,128","1,450,215"
157,2025-01-01 00:00:00+00:00,"0,0000",1,1,1,"1,268,274","1,348,583","1,226,128","1,450,215"
157,2025-02-01 00:00:00+00:00,"0,0000",2,1,1,"1,268,274","1,348,583","1,226,128","1,450,215"
157,2025-03-01 00:00:00+00:00,"0,0000",3,1,2,"1,268,274","1,348,583","1,226,128","1,450,215"
157,2025-04-01 00:00:00+00:00,"0,0000",4,2,2,"1,268,274","1,348,583","1,226,128","1,450,215"
157,2025-05-01 00:00:00+00:00,"0,0000",5,2,2,"1,268,274","1,348,583","1,226,128","1,450,215"
157,2025-06-01 00:00:00+00:00,"0,0000",6,2,3,"1,268,274","1,348,583","1,226,128","1,450,215"
157,2025-07-01 00:00:00+00:00,"0,0000",7,3,3,"1,268,274","1,348,583","1,226,128","1,450,215"
157,2025-08-01 00:00:00+00:00,"0,0000",8,3,3,"1,268,274","1,348,583","1,226,128","1,450,215"
157,2025-09-01 00:00:00+00:00,"0,0000",9,3,4,"1,268,274","1,348,583","1,226,128","1,450,215"
196,2024-10-01 00:00:00+00:00,"0,0000",10,4,4,"1,375,202","1,490,865","1,355,121","1,612,330"
196,2024-11-01 00:00:00+00:00,"0,0000",11,4,4,"1,375,202","1,490,865","1,355,121","1,612,330"
196,2024-12-01 00:00:00+00:00,"0,0000",12,4,1,"1,375,202","1,490,865","1,355,121","1,612,330"
